city,city_ascii,lat,lng,country,iso3,population
Sarasota Springs,Sarasota Springs,27.3092,-82.4788,United States,USA,15854
Carlet,Carlet,39.2264,-0.5211,Spain,ESP,15851
Laguna Woods,Laguna Woods,33.6098,-117.7299,United States,USA,15850
Hope Mills,Hope Mills,34.9690,-78.9559,United States,USA,15849
Derzhavīnsk,Derzhavinsk,51.1021,66.3075,Kazakhstan,KAZ,15848
Tamazouzt,Tamazouzt,31.3833,-8.3833,Morocco,MAR,15846
Xiaozhengzhuang,Xiaozhengzhuang,39.6250,117.9031,China,CHN,15845
Floral Park,Floral Park,40.7226,-73.7029,United States,USA,15844
Orsay,Orsay,48.6981,2.1875,France,FRA,15844
Osowa,Osowa,54.4272,18.4708,Poland,POL,15843
São Paulo do Potengi,Sao Paulo do Potengi,-5.8950,-35.7628,Brazil,BRA,15843
Weener,Weener,53.1692,7.3564,Germany,DEU,15842
Bocşa,Bocsa,45.3747,21.7106,Romania,ROU,15842
Mottola,Mottola,40.6333,17.0333,Italy,ITA,15842
Jussara,Jussara,-11.0469,-41.9689,Brazil,BRA,15841
Sierra Vista Southeast,Sierra Vista Southeast,31.4525,-110.2160,United States,USA,15841
Ibateguara,Ibateguara,-8.9728,-35.9389,Brazil,BRA,15840
Morges,Morges,46.5094,6.4986,Switzerland,CHE,15838
Bruck an der Mur,Bruck an der Mur,47.4106,15.2686,Austria,AUT,15837
White Center,White Center,47.5086,-122.3480,United States,USA,15834
Wilmington Island,Wilmington Island,32.0036,-80.9752,United States,USA,15834
Wendelstein,Wendelstein,49.3536,11.1483,Germany,DEU,15833
Indiaroba,Indiaroba,-11.5189,-37.5119,Brazil,BRA,15831
Upper Gwynedd,Upper Gwynedd,40.2143,-75.2890,United States,USA,15831
Yuvileine,Yuvileine,48.5531,39.1742,Ukraine,UKR,15830
Lewiston,Lewiston,43.1793,-78.9709,United States,USA,15830
Saint-Leu-la-Forêt,Saint-Leu-la-Foret,49.0169,2.2464,France,FRA,15829
Easthampton,Easthampton,42.2652,-72.6720,United States,USA,15829
Steinbach,Steinbach,49.5258,-96.6839,Canada,CAN,15829
Karratha,Karratha,-20.7364,116.8464,Australia,AUS,15828
Dehaq,Dehaq,33.1044,50.9589,Iran,IRN,15828
Patton,Patton,40.8258,-77.9237,United States,USA,15828
Potenza Picena,Potenza Picena,43.3663,13.6203,Italy,ITA,15827
Humble,Humble,29.9921,-95.2655,United States,USA,15824
Tocantins,Tocantins,-21.1750,-43.0178,Brazil,BRA,15823
Harlingen,Harlingen,53.1736,5.4272,Netherlands,NLD,15822
Kalininsk,Kalininsk,51.5000,44.4500,Russia,RUS,15821
Atescatempa,Atescatempa,14.1750,-89.7417,Guatemala,GTM,15820
Jataúba,Jatauba,-7.9900,-36.4958,Brazil,BRA,15819
Tlaltetela,Tlaltetela,19.3167,-96.9000,Mexico,MEX,15818
Parkway,Parkway,38.4993,-121.4520,United States,USA,15818
Steffisburg,Steffisburg,46.7831,7.6333,Switzerland,CHE,15816
Payson,Payson,34.2434,-111.3195,United States,USA,15813
Ustka,Ustka,54.5805,16.8619,Poland,POL,15812
Duxbury,Duxbury,42.0465,-70.7139,United States,USA,15812
João Neiva,Joao Neiva,-19.7578,-40.3858,Brazil,BRA,15809
Port Washington,Port Washington,40.8268,-73.6764,United States,USA,15808
Kallūr,Kallur,17.2000,80.5500,India,IND,15807
Kabayan,Kabayan,16.6167,120.8333,Philippines,PHL,15806
Kumano,Kumano,33.8833,136.1000,Japan,JPN,15806
Mamadysh,Mamadysh,55.7000,51.4000,Russia,RUS,15806
Batalha,Batalha,39.6500,-8.8167,Portugal,PRT,15805
Saint-Égrève,Saint-Egreve,45.2317,5.6831,France,FRA,15801
Lagoa Real,Lagoa Real,-14.0350,-42.1419,Brazil,BRA,15801
Maliana,Maliana,-8.9917,125.2197,Timor-Leste,TLS,15800
Altay,Altay,46.3728,96.2572,Mongolia,MNG,15800
Ixhuatlán del Sureste,Ixhuatlan del Sureste,18.0170,-94.3800,Mexico,MEX,15800
Biritinga,Biritinga,-11.6169,-38.8000,Brazil,BRA,15799
Whakatane,Whakatane,-37.9640,176.9840,New Zealand,NZL,15795
Ovruch,Ovruch,51.3244,28.8081,Ukraine,UKR,15795
Tenango de Doria,Tenango de Doria,20.3356,-98.2267,Mexico,MEX,15793
East Rancho Dominguez,East Rancho Dominguez,33.8950,-118.1956,United States,USA,15792
Circleville,Circleville,39.6063,-82.9334,United States,USA,15792
Ermúa,Ermua,43.1875,-2.5008,Spain,ESP,15791
Centre de Flacq,Centre de Flacq,-20.2002,57.7177,Mauritius,MUS,15791
Longmeadow,Longmeadow,42.0475,-72.5718,United States,USA,15791
Voss,Voss,60.7025,6.4231,Norway,NOR,15787
Fullerton,Fullerton,40.6308,-75.4834,United States,USA,15787
Villeneuve-Loubet,Villeneuve-Loubet,43.6581,7.1214,France,FRA,15780
Herisau,Herisau,47.3851,9.2786,Switzerland,CHE,15780
Sterling,Sterling,40.6206,-103.1925,United States,USA,15780
South River,South River,40.4455,-74.3784,United States,USA,15779
Ras el Oued,Ras el Oued,34.1500,-4.0000,Morocco,MAR,15778
Putyvl,Putyvl,51.3347,33.8686,Ukraine,UKR,15778
Macedo de Cavaleiros,Macedo de Cavaleiros,41.5333,-6.9500,Portugal,PRT,15776
Yorito,Yorito,15.0600,-87.2900,Honduras,HND,15774
Tiverton,Tiverton,41.6091,-71.1741,United States,USA,15774
Joaquim Nabuco,Joaquim Nabuco,-8.6239,-35.5328,Brazil,BRA,15773
White,White,40.6210,-79.1513,United States,USA,15773
Ouadhia,Ouadhia,36.5500,4.0833,Algeria,DZA,15771
Marghita,Marghita,47.3500,22.3333,Romania,ROU,15770
Aïn Mediouna,Ain Mediouna,34.5000,-4.5500,Morocco,MAR,15770
Barrocas,Barrocas,-11.5289,-39.0778,Brazil,BRA,15770
Chiva,Chiva,39.4714,-0.7197,Spain,ESP,15769
Itajibá,Itajiba,-14.2839,-39.8428,Brazil,BRA,15767
Saint-Pierre-des-Corps,Saint-Pierre-des-Corps,47.3908,0.7281,France,FRA,15766
Baeza,Baeza,37.9833,-3.4667,Spain,ESP,15762
Gonohe,Gonohe,40.5311,141.3078,Japan,JPN,15761
Crixás,Crixas,-14.5489,-49.9689,Brazil,BRA,15760
Sulat,Sulat,11.8167,125.4500,Philippines,PHL,15758
Powder Springs,Powder Springs,33.8659,-84.6838,United States,USA,15758
Warragul,Warragul,-38.1500,145.9333,Australia,AUS,15757
Pereiro,Pereiro,-6.0450,-38.4608,Brazil,BRA,15757
Abadiânia,Abadiania,-16.2039,-48.7069,Brazil,BRA,15757
Santa Cecília,Santa Cecilia,-26.9608,-50.4269,Brazil,BRA,15757
Flowing Wells,Flowing Wells,32.2937,-111.0110,United States,USA,15755
Dolores,Dolores,-33.5333,-58.2167,Uruguay,URY,15753
Kasimkota,Kasimkota,17.6736,82.9634,India,IND,15753
Saboeiro,Saboeiro,-6.5419,-39.9069,Brazil,BRA,15752
Clark,Clark,40.6203,-74.3135,United States,USA,15748
Telfs,Telfs,47.3069,11.0722,Austria,AUT,15747
Azzano Decimo,Azzano Decimo,45.8833,12.7167,Italy,ITA,15744
Restinga Sêca,Restinga Seca,-29.8128,-53.3750,Brazil,BRA,15744
Purcellville,Purcellville,39.1378,-77.7109,United States,USA,15742
Churriana de la Vega,Churriana de la Vega,37.1500,-3.6500,Spain,ESP,15741
Northallerton,Northallerton,54.3378,-1.4285,United Kingdom,GBR,15741
Iguatemi,Iguatemi,-23.6800,-54.5608,Brazil,BRA,15738
Großenkneten,Grossenkneten,52.9500,8.2667,Germany,DEU,15736
Greenwood Village,Greenwood Village,39.6152,-104.9130,United States,USA,15735
Hanover,Hanover,49.4433,-96.8492,Canada,CAN,15733
Milford,Milford,42.8178,-71.6736,United States,USA,15732
Toyoyama,Toyoyama,35.2508,136.9122,Japan,JPN,15729
Minamiminowa,Minamiminowa,35.8728,137.9753,Japan,JPN,15727
Wadern,Wadern,49.5394,6.8900,Germany,DEU,15727
Guasca,Guasca,4.8658,-73.8772,Colombia,COL,15727
Sered’,Sered',48.2833,17.7333,Slovakia,SVK,15726
Middle Smithfield,Middle Smithfield,41.0918,-75.1031,United States,USA,15725
Vynnyky,Vynnyky,49.8156,24.1297,Ukraine,UKR,15723
Terrace,Terrace,54.5164,-128.5997,Canada,CAN,15723
Eggertsville,Eggertsville,42.9665,-78.8065,United States,USA,15721
San Jacinto Amilpas,San Jacinto Amilpas,17.1000,-96.7667,Mexico,MEX,15720
Zulte,Zulte,50.9144,3.4425,Belgium,BEL,15720
Warren,Warren,40.6323,-74.5146,United States,USA,15720
Beaucaire,Beaucaire,43.8072,4.6433,France,FRA,15718
Morretes,Morretes,-25.4769,-48.8339,Brazil,BRA,15718
Acajutiba,Acajutiba,-11.6619,-38.0169,Brazil,BRA,15717
Paola,Paola,39.3667,16.0333,Italy,ITA,15716
Farmingville,Farmingville,40.8389,-73.0401,United States,USA,15714
Przeworsk,Przeworsk,50.0667,22.5000,Poland,POL,15713
Castillo,Castillo,19.2200,-70.0300,Dominican Republic,DOM,15709
Brüggen,Bruggen,51.2417,6.1822,Germany,DEU,15708
Silvi Paese,Silvi Paese,42.5500,14.1167,Italy,ITA,15708
Andrews,Andrews,32.3208,-102.5520,United States,USA,15708
Yasnogorsk,Yasnogorsk,54.4794,37.6934,Russia,RUS,15706
Nanzuo,Nanzuo,37.8369,114.3591,China,CHN,15704
Königslutter am Elm,Konigslutter am Elm,52.2500,10.8167,Germany,DEU,15704
Kasumi,Kasumi,35.6322,134.6292,Japan,JPN,15704
Newberry,Newberry,40.1286,-76.7920,United States,USA,15701
Parma,Parma,43.2651,-77.7968,United States,USA,15699
Ōarai,Oarai,36.3133,140.5750,Japan,JPN,15696
Okhtyrka,Okhtyrka,50.3074,34.9016,Ukraine,UKR,15694
Blytheville,Blytheville,35.9321,-89.9051,United States,USA,15693
Itaquitinga,Itaquitinga,-7.6678,-35.1019,Brazil,BRA,15692
Si Satchanalai,Si Satchanalai,17.4155,99.8152,Thailand,THA,15691
Shively,Shively,38.1970,-85.8136,United States,USA,15689
Kuusamo,Kuusamo,65.9667,29.1667,Finland,FIN,15688
Suffield,Suffield,41.9945,-72.6789,United States,USA,15688
Muş,Mus,38.7333,41.4911,Turkey,TUR,15687
Beernem,Beernem,51.1428,3.3408,Belgium,BEL,15687
Galliate,Galliate,45.4833,8.7000,Italy,ITA,15685
North Arlington,North Arlington,40.7875,-74.1273,United States,USA,15683
Xixucun,Xixucun,36.6940,113.7967,China,CHN,15683
Capurso,Capurso,41.0500,16.9167,Italy,ITA,15682
San Miguel,San Miguel,13.6411,124.3008,Philippines,PHL,15680
Zhirnovsk,Zhirnovsk,50.9833,44.7667,Russia,RUS,15680
Dieburg,Dieburg,49.8985,8.8385,Germany,DEU,15679
Mitchell,Mitchell,43.7296,-98.0337,United States,USA,15679
Noisiel,Noisiel,48.8547,2.6289,France,FRA,15676
Yakumo,Yakumo,42.2558,140.2653,Japan,JPN,15674
Taucha,Taucha,51.3800,12.4936,Germany,DEU,15673
Oyten,Oyten,53.0611,9.0178,Germany,DEU,15673
Tīrān,Tiran,32.7025,51.1536,Iran,IRN,15673
Hedongcun,Hedongcun,37.7546,102.7906,China,CHN,15667
Poté,Pote,-17.8069,-41.7858,Brazil,BRA,15667
Bububu,Bububu,-6.1658,39.1992,Tanzania,TZA,15666
Ince-in-Makerfield,Ince-in-Makerfield,53.5402,-2.5990,United Kingdom,GBR,15664
Tsukumiura,Tsukumiura,33.0725,131.8611,Japan,JPN,15664
Rakovski,Rakovski,42.2884,24.9655,Bulgaria,BGR,15664
Wenwu,Wenwu,24.7413,116.1942,China,CHN,15662
West Norriton,West Norriton,40.1308,-75.3795,United States,USA,15659
Miguelturra,Miguelturra,38.9667,-3.9500,Spain,ESP,15658
La Cruz,La Cruz,23.9214,-106.8919,Mexico,MEX,15657
Montbrison,Montbrison,45.6075,4.0653,France,FRA,15656
Rakovník,Rakovnik,50.1038,13.7335,Czechia,CZE,15652
McFarland,McFarland,35.6781,-119.2414,United States,USA,15651
Graham,Graham,36.0596,-79.3892,United States,USA,15646
Bad Essen,Bad Essen,52.3214,8.3400,Germany,DEU,15645
Tarancón,Tarancon,40.0167,-3.0000,Spain,ESP,15645
Concorezzo,Concorezzo,45.5897,9.3359,Italy,ITA,15644
Bālkonda,Balkonda,18.8667,78.3500,India,IND,15644
Bengonbeyene,Bengonbeyene,1.6931,11.0342,Equatorial Guinea,GNQ,15644
Villa Hayes,Villa Hayes,-25.0900,-57.5300,Paraguay,PRY,15643
Chenlu,Chenlu,35.0287,109.1548,China,CHN,15642
Molinella,Molinella,44.6167,11.6667,Italy,ITA,15642
Yazu,Yazu,35.4092,134.2508,Japan,JPN,15642
Ostroh,Ostroh,50.3333,26.5167,Ukraine,UKR,15642
Porthcawl,Porthcawl,51.4800,-3.6900,United Kingdom,GBR,15640
Palmetto Estates,Palmetto Estates,25.6211,-80.3616,United States,USA,15640
Langenthal,Langenthal,47.2153,7.7889,Switzerland,CHE,15639
Leso,Leso,11.6667,122.3333,Philippines,PHL,15639
Sertanópolis,Sertanopolis,-23.0589,-51.0358,Brazil,BRA,15638
Tanque Verde,Tanque Verde,32.2687,-110.7437,United States,USA,15638
Templin,Templin,53.1167,13.5000,Germany,DEU,15636
Jiaojiazhuang,Jiaojiazhuang,38.2636,101.8328,China,CHN,15635
Nailsea,Nailsea,51.4300,-2.7600,United Kingdom,GBR,15630
Belen,Belen,36.4917,36.1917,Turkey,TUR,15629
Bolotnoye,Bolotnoye,55.6667,84.4000,Russia,RUS,15629
Boudjima,Boudjima,36.8140,4.1588,Algeria,DZA,15628
Rio do Antônio,Rio do Antonio,-14.4108,-42.0758,Brazil,BRA,15628
Leopoldsburg,Leopoldsburg,51.1169,5.2558,Belgium,BEL,15625
Loma de Cabrera,Loma de Cabrera,19.4220,-71.6150,Dominican Republic,DOM,15624
Serpa,Serpa,37.9333,-7.5833,Portugal,PRT,15623
Elkton,Elkton,39.6067,-75.8208,United States,USA,15622
Ashikita,Ashikita,32.2989,130.4931,Japan,JPN,15621
Mayoyao,Mayoyao,16.9667,121.2167,Philippines,PHL,15621
Rakhiv,Rakhiv,48.0500,24.2167,Ukraine,UKR,15621
Markranstädt,Markranstadt,51.3017,12.2211,Germany,DEU,15619
Sukhothai,Sukhothai,17.0142,99.8219,Thailand,THA,15618
Parlier,Parlier,36.6087,-119.5434,United States,USA,15618
Tōbetsu,Tobetsu,43.2169,141.5169,Japan,JPN,15618
Lagoa dos Gatos,Lagoa dos Gatos,-8.6578,-35.9000,Brazil,BRA,15615
Bozyazı,Bozyazi,36.1000,32.9750,Turkey,TUR,15615
Tatahuicapan,Tatahuicapan,18.2500,-94.7667,Mexico,MEX,15614
Three Lakes,Three Lakes,25.6415,-80.4000,United States,USA,15614
South Fayette,South Fayette,40.3556,-80.1618,United States,USA,15614
Oswestry,Oswestry,52.8598,-3.0538,United Kingdom,GBR,15613
Mangqu,Mangqu,35.5707,100.7798,China,CHN,15609
Dedza,Dedza,-14.3667,34.3333,Malawi,MWI,15608
Füssen,Fussen,47.5667,10.7000,Germany,DEU,15608
Kolakalūru,Kolakaluru,16.3036,80.6172,India,IND,15607
Lindås,Lindas,60.6247,5.3283,Norway,NOR,15607
Breisach am Rhein,Breisach am Rhein,48.0289,7.5800,Germany,DEU,15606
Antarvedi,Antarvedi,16.3333,81.7333,India,IND,15605
Anadyr,Anadyr,64.7333,177.5167,Russia,RUS,15604
Pamiers,Pamiers,43.1164,1.6108,France,FRA,15603
Fate,Fate,32.9429,-96.3858,United States,USA,15603
Fos-sur-Mer,Fos-sur-Mer,43.4544,4.9436,France,FRA,15602
At-Bashy,At-Bashy,41.1725,75.7968,Kyrgyzstan,KGZ,15601
Julita,Julita,10.9667,124.9667,Philippines,PHL,15598
Schiffweiler,Schiffweiler,49.3667,7.1167,Germany,DEU,15595
Riverdale,Riverdale,33.5640,-84.4103,United States,USA,15594
Łęczyca,Leczyca,52.0583,19.2000,Poland,POL,15593
Fort Mohave,Fort Mohave,35.0004,-114.5748,United States,USA,15593
Erzincan,Erzincan,39.7464,39.4914,Turkey,TUR,15591
Loncoche,Loncoche,-39.3669,-72.6308,Chile,CHL,15590
Shizukuishi,Shizukuishi,39.6942,140.9844,Japan,JPN,15589
Chubbuck,Chubbuck,42.9261,-112.4624,United States,USA,15588
Bhagwāngola,Bhagwangola,24.3485,88.3243,India,IND,15587
West University Place,West University Place,29.7157,-95.4321,United States,USA,15585
Eilenburg,Eilenburg,51.4608,12.6358,Germany,DEU,15583
Passa Quatro,Passa Quatro,-22.3900,-44.9669,Brazil,BRA,15582
Finale Emilia,Finale Emilia,44.8319,11.2957,Italy,ITA,15581
North Reading,North Reading,42.5816,-71.0876,United States,USA,15581
Binningen,Binningen,47.5333,7.5667,Switzerland,CHE,15580
Newton,Newton,41.6964,-93.0402,United States,USA,15580
Najasa,Najasa,21.0836,-77.7472,Cuba,CUB,15579
La Grange,La Grange,41.6787,-73.8028,United States,USA,15577
Bohodukhiv,Bohodukhiv,50.1608,35.5164,Ukraine,UKR,15576
Antrim,Antrim,39.7863,-77.7220,United States,USA,15576
Kompalle,Kompalle,17.4993,78.4583,India,IND,15575
Besana in Brianza,Besana in Brianza,45.7000,9.2833,Italy,ITA,15573
Yasnyy,Yasnyy,51.0333,59.8667,Russia,RUS,15573
Altopascio,Altopascio,43.8167,10.6747,Italy,ITA,15572
Juma Shahri,Juma Shahri,39.7094,66.6614,Uzbekistan,UZB,15571
Miami,Miami,36.8877,-94.8718,United States,USA,15571
Pornic,Pornic,47.1156,-2.1033,France,FRA,15570
McMinnville,McMinnville,35.6863,-85.7812,United States,USA,15570
Borborema,Borborema,-21.6200,-49.0739,Brazil,BRA,15569
Ipuã,Ipua,-20.4381,-48.0122,Brazil,BRA,15567
Potsdam,Potsdam,44.6774,-75.0396,United States,USA,15567
Kasagi,Kasagi,34.2964,135.5042,Japan,JPN,15565
Szarvas,Szarvas,46.8500,20.6000,Hungary,HUN,15565
Montivilliers,Montivilliers,49.5461,0.1881,France,FRA,15564
Bonito,Bonito,-1.3628,-47.3069,Brazil,BRA,15563
Longwood,Longwood,28.7014,-81.3487,United States,USA,15561
Swinton,Swinton,53.4877,-1.3149,United Kingdom,GBR,15559
Sarıkamış,Sarikamis,40.3314,42.5903,Turkey,TUR,15557
Fiano Romano,Fiano Romano,42.1667,12.6000,Italy,ITA,15556
São João Evangelista,Sao Joao Evangelista,-18.5478,-42.7628,Brazil,BRA,15553
Puerto Pimentel,Puerto Pimentel,-6.8367,-79.9342,Peru,PER,15552
San Cesareo,San Cesareo,41.8167,12.8000,Italy,ITA,15552
Machang,Machang,33.1912,107.3732,China,CHN,15552
Overland,Overland,38.6966,-90.3689,United States,USA,15551
Niederkrüchten,Niederkruchten,51.1989,6.2194,Germany,DEU,15550
Einsiedeln,Einsiedeln,47.1278,8.7431,Switzerland,CHE,15550
‘Alavīcheh,`Alavicheh,33.0528,51.0825,Iran,IRN,15550
Dunn,Dunn,35.3113,-78.6129,United States,USA,15550
Tuineje,Tuineje,28.3167,-14.0500,Spain,ESP,15549
Mujuí dos Campos,Mujui dos Campos,-2.6847,-54.6403,Brazil,BRA,15548
Svetogorsk,Svetogorsk,61.1083,28.8583,Russia,RUS,15546
Alvarães,Alvaraes,-3.2000,-64.8333,Brazil,BRA,15545
Galatone,Galatone,40.1500,18.0667,Italy,ITA,15544
Houghton,Houghton,47.1119,-88.5672,United States,USA,15543
Drensteinfurt,Drensteinfurt,51.7944,7.7392,Germany,DEU,15542
Agrate Brianza,Agrate Brianza,45.5783,9.3522,Italy,ITA,15540
Shimanto,Shimanto,33.2083,133.1356,Japan,JPN,15540
Ponsacco,Ponsacco,43.6167,10.6333,Italy,ITA,15539
Ladson,Ladson,33.0092,-80.1078,United States,USA,15539
Sovetsk,Sovetsk,57.6013,48.9386,Russia,RUS,15538
Sānātikri,Sanatikri,22.0198,88.5026,India,IND,15536
Ebersbach an der Fils,Ebersbach an der Fils,48.7147,9.5236,Germany,DEU,15535
Walldorf,Walldorf,49.3000,8.6500,Germany,DEU,15534
Monte Plata,Monte Plata,18.8070,-69.7840,Dominican Republic,DOM,15532
Santa María de Jesús,Santa Maria de Jesus,14.4933,-90.7094,Guatemala,GTM,15529
Mandal,Mandal,58.0333,7.4833,Norway,NOR,15529
Blackfoot,Blackfoot,43.1940,-112.3455,United States,USA,15526
Dastgerd,Dastgerd,32.8019,51.6636,Iran,IRN,15524
Sin-le-Noble,Sin-le-Noble,50.3631,3.1131,France,FRA,15522
Buford,Buford,34.1185,-83.9916,United States,USA,15522
Weißwasser/Oberlausitz,Weisswasser/Oberlausitz,51.5000,14.6331,Germany,DEU,15521
Ipecaetá,Ipecaeta,-12.3000,-39.3078,Brazil,BRA,15521
Edineţ,Edinet,48.1681,27.3050,Moldova,MDA,15520
Matlock,Matlock,53.1400,-1.5500,United Kingdom,GBR,15519
Lake Geneva,Lake Geneva,42.5824,-88.4281,United States,USA,15518
Harrison,Harrison,39.2582,-84.7868,United States,USA,15518
La Grande,La Grande,45.3243,-118.0865,United States,USA,15515
Lezhë,Lezhe,41.7805,19.6434,Albania,ALB,15510
Blanquefort,Blanquefort,44.9106,-0.6375,France,FRA,15510
Uusikaupunki,Uusikaupunki,60.7833,21.4167,Finland,FIN,15510
Saint-Julien-en-Genevois,Saint-Julien-en-Genevois,46.1442,6.0842,France,FRA,15509
Sayō,Sayo,35.0042,134.3558,Japan,JPN,15508
Saffron Walden,Saffron Walden,52.0220,0.2430,United Kingdom,GBR,15504
Leixlip,Leixlip,53.3636,-6.4864,Ireland,IRL,15504
Taurianova,Taurianova,38.3500,16.0167,Italy,ITA,15501
Narragansett,Narragansett,41.4291,-71.4669,United States,USA,15500
East Highland Park,East Highland Park,37.5770,-77.3865,United States,USA,15498
Kanan,Kanan,34.4917,135.6297,Japan,JPN,15497
Miyota,Miyota,36.3214,138.5089,Japan,JPN,15494
Zelenogradsk,Zelenogradsk,54.9500,20.4833,Russia,RUS,15493
Daigo,Daigo,36.7681,140.3553,Japan,JPN,15491
Pudtol,Pudtol,18.1500,121.2833,Philippines,PHL,15491
Kalocsa,Kalocsa,46.5333,18.9856,Hungary,HUN,15490
Glen Allen,Glen Allen,37.6660,-77.4838,United States,USA,15488
Bad Bentheim,Bad Bentheim,52.3031,7.1597,Germany,DEU,15486
Banqiao,Banqiao,35.8912,107.9655,China,CHN,15486
Jędrzejów,Jedrzejow,50.6333,20.3000,Poland,POL,15484
Seven Oaks,Seven Oaks,34.0474,-81.1434,United States,USA,15484
Montijo,Montijo,38.9100,-6.6175,Spain,ESP,15483
San Martino Buon Albergo,San Martino Buon Albergo,45.4167,11.1000,Italy,ITA,15482
Carugate,Carugate,45.5500,9.3333,Italy,ITA,15482
Linguère,Linguere,15.3833,-15.2167,Senegal,SEN,15482
Ternat,Ternat,50.8667,4.1833,Belgium,BEL,15481
Groves,Groves,29.9457,-93.9164,United States,USA,15480
Skhour Rehamna,Skhour Rehamna,32.4833,-7.9167,Morocco,MAR,15479
Tizi-n-Tleta,Tizi-n-Tleta,36.5457,4.0571,Algeria,DZA,15479
Castiglione del Lago,Castiglione del Lago,43.1271,12.0452,Italy,ITA,15479
Overpelt,Overpelt,51.2111,5.4256,Belgium,BEL,15478
Baia-Sprie,Baia-Sprie,47.6608,23.6886,Romania,ROU,15476
Mastic,Mastic,40.8098,-72.8479,United States,USA,15476
Schönefeld,Schonefeld,52.3883,13.5047,Germany,DEU,15472
Ambaguio,Ambaguio,16.5316,121.0282,Philippines,PHL,15472
Dvůr Králové nad Labem,Dvur Kralove nad Labem,50.4318,15.8141,Czechia,CZE,15471
Hermitage,Hermitage,41.2305,-80.4414,United States,USA,15471
Toul,Toul,48.6750,5.8917,France,FRA,15470
Forks,Forks,40.7358,-75.2211,United States,USA,15470
Piquet Carneiro,Piquet Carneiro,-5.8039,-39.4178,Brazil,BRA,15467
Hampton,Hampton,42.9391,-70.8370,United States,USA,15467
Sabana Grande de Palenque,Sabana Grande de Palenque,18.2700,-70.1500,Dominican Republic,DOM,15466
Ban Na Kham,Ban Na Kham,14.0681,101.8125,Thailand,THA,15465
Baiceng,Baiceng,25.3885,105.7848,China,CHN,15464
Cloverly,Cloverly,39.1065,-76.9993,United States,USA,15464
Ban Duea,Ban Duea,16.1253,101.8967,Thailand,THA,15463
Panorama,Panorama,-21.3564,-51.8600,Brazil,BRA,15458
Talladega,Talladega,33.4329,-86.0976,United States,USA,15457
Differdange,Differdange,49.5242,5.8914,Luxembourg,LUX,15455
Kafr Nubl,Kafr Nubl,35.6139,36.5611,Syria,SYR,15455
Churumuco de Morelos,Churumuco de Morelos,18.6167,-101.6333,Mexico,MEX,15455
Volpiano,Volpiano,45.2000,7.7833,Italy,ITA,15453
Salitre,Salitre,-7.2839,-40.4606,Brazil,BRA,15453
Mitrapur,Mitrapur,24.4371,87.9666,India,IND,15452
Chilamattūru,Chilamatturu,13.8394,77.7039,India,IND,15449
Kinna,Kinna,57.4954,12.6805,Sweden,SWE,15448
Kuala Lipis,Kuala Lipis,4.1840,102.0420,Malaysia,MYS,15448
Madera,Madera,29.1900,-108.1414,Mexico,MEX,15447
Santa Cruz de la Palma,Santa Cruz de la Palma,28.6825,-17.7650,Spain,ESP,15446
Hille,Hille,52.3331,8.7500,Germany,DEU,15445
Hartford,Hartford,43.3223,-88.3782,United States,USA,15445
Holly Springs,Holly Springs,34.1685,-84.4845,United States,USA,15442
Kambadūru,Kambaduru,14.3575,77.2186,India,IND,15441
Rahden,Rahden,52.4167,8.6167,Germany,DEU,15441
Taperoá,Taperoa,-7.2064,-36.8236,Brazil,BRA,15441
Belvedere Park,Belvedere Park,33.7488,-84.2598,United States,USA,15441
Seekonk,Seekonk,41.8379,-71.3174,United States,USA,15441
Broxburn,Broxburn,55.9340,-3.4710,United Kingdom,GBR,15440
Vallirana,Vallirana,41.3878,1.9321,Spain,ESP,15438
Lucé,Luce,48.4383,1.4650,France,FRA,15435
Uthai Thani,Uthai Thani,15.3800,100.0250,Thailand,THA,15434
Hayden,Hayden,47.7680,-116.8039,United States,USA,15434
Saint-Avold,Saint-Avold,49.1042,6.7081,France,FRA,15433
Campanha,Campanha,-21.8389,-45.3997,Brazil,BRA,15433
Middleburg Heights,Middleburg Heights,41.3695,-81.8151,United States,USA,15432
Jiblah,Jiblah,13.9167,44.1500,Yemen,YEM,15431
Benetúser,Benetuser,39.4250,-0.3961,Spain,ESP,15430
Ezzhiliga,Ezzhiliga,33.3000,-6.5333,Morocco,MAR,15430
Tasquillo,Tasquillo,20.6167,-99.2500,Mexico,MEX,15429
Anazzou,Anazzou,30.6333,-8.0500,Morocco,MAR,15429
La Palma,La Palma,33.8504,-118.0406,United States,USA,15428
Mount Vernon,Mount Vernon,38.3140,-88.9174,United States,USA,15427
Avocado Heights,Avocado Heights,34.0381,-118.0026,United States,USA,15426
Casalmaggiore,Casalmaggiore,44.9858,10.4147,Italy,ITA,15425
Valeggio sul Mincio,Valeggio sul Mincio,45.3500,10.7333,Italy,ITA,15424
Hilltown,Hilltown,40.3416,-75.2534,United States,USA,15424
Nuth,Nuth,50.9167,5.8833,Netherlands,NLD,15423
Passo de Camarajibe,Passo de Camarajibe,-9.2378,-35.4928,Brazil,BRA,15419
Domont,Domont,49.0275,2.3267,France,FRA,15418
Machelen,Machelen,50.9103,4.4367,Belgium,BEL,15417
Khao Yoi,Khao Yoi,13.2403,99.8254,Thailand,THA,15416
Sabinópolis,Sabinopolis,-18.6658,-43.0839,Brazil,BRA,15416
Cumru,Cumru,40.2811,-75.9544,United States,USA,15414
